130,phishing,offline
1200,phishing,active
6,phishing,offline
81,phishing,offline
41,fake ico,offline
2,phishing,offline
1213,phishing,offline
360,phishing,offline
90,phishing,offline
78,phishing,offline
88,phishing,offline
47,fake ico,offline
31,fake ico,offline
2158,phishing,offline
2154,phishing,offline
2136,phishing,offline
2135,phishing,offline
2137,phishing,offline
2153,phishing,offline
2193,phishing,offline
2163,phishing,offline
2218,phishing,offline
2219,phishing,offline
2223,phishing,offline
2161,fake ico,offline
2187,phishing,offline
2468,phishing,offline
2226,phishing,offline
2186,phishing,offline
2249,phishing,offline
2245,phishing,offline
2222,scam,offline
2139,phishing,offline
2151,phishing,offline
2204,phishing,offline
2132,scamming,offline
2185,phishing,offline
2169,phishing,offline
2265,phishing,offline
2230,phishing,offline
2207,phishing,offline
2236,phishing,offline
2254,phishing,offline
2152,phishing,offline
2242,phishing,offline
2175,phishing,offline
2322,phishing,offline
2247,phishing,offline
77,phishing,offline
2165,phishing,offline
2311,phishing,offline
2170,phishing,offline
2233,scamming,offline
2167,phishing,offline
2349,phishing,offline
2262,phishing,offline
2237,phishing,offline
2313,phishing,offline
2308,phishing,offline
2379,phishing,offline
2390,phishing,offline
2206,phishing,offline
2350,phishing,offline
2325,phishing,offline
2556,phishing,active
2273,phishing,offline
2387,phishing,offline
2406,phishing,offline
2400,phishing,offline
2426,phishing,offline
2424,phishing,offline
2385,phishing,offline
2346,phishing,offline
2368,phishing,offline
2436,phishing,offline
2307,phishing,offline
2375,phishing,offline
2181,phishing,offline
2292,phishing,offline
2431,phishing,offline
2384,phishing,offline
2438,phishing,offline
2341,phishing,offline
2143,phishing,offline
2155,phishing,offline
2421,phishing,offline
2437,phishing,offline
2441,phishing,offline
2607,phishing,offline
2458,phishing,offline
2366,phishing,active
2372,phishing,offline
2523,phishing,offline
2258,phishing,offline
2416,phishing,offline
2282,phishing,offline
2395,phishing,offline
2370,phishing,offline
2522,phishing,offline
2173,phishing,offline
2420,phishing,offline
2449,phishing,offline
2463,phishing,offline
2320,phishing,offline
2518,phishing,offline
2435,phishing,offline
2502,phishing,offline
2221,phishing,offline
2455,phishing,offline
2499,phishing,offline
2312,phishing,offline
2530,phishing,offline
2433,phishing,offline
2519,phishing,offline
2444,phishing,offline
2459,phishing,offline
2545,phishing,offline
2248,phishing,offline
2402,phishing,offline
2551,phishing,offline
2452,phishing,offline
2582,phishing,offline
2345,phishing,offline
2310,phishing,offline
2536,phishing,offline
2554,phishing,offline
2540,phishing,offline
2591,phishing,active
2460,phishing,offline
2625,phishing,offline
2378,phishing,active
2624,scamming,active
2534,phishing,offline
2485,phishing,offline
2736,phishing,active
2565,phishing,offline
2462,phishing,offline
2189,scamming,offline
2616,phishing,offline
2568,phishing,offline
2651,phishing,offline
2432,phishing,offline
2643,scamming,offline
2477,phishing,offline
2475,phishing,offline
2373,phishing,offline
2619,phishing,offline
2579,phishing,offline
2539,phishing,offline
2575,phishing,offline
2553,phishing,offline
2618,phishing,offline
2614,phishing,offline
2632,phishing,offline
2380,phishing,offline
2496,phishing,offline
2680,phishing,offline
2696,phishing,offline
2725,phishing,offline
2677,phishing,offline
2688,phishing,offline
2687,phishing,offline
2689,phishing,offline
2661,phishing,offline
2574,phishing,offline
2699,phishing,offline
2654,phishing,offline
2660,phishing,offline
2674,phishing,offline
2716,phishing,offline
2647,phishing,offline
2476,phishing,active
2626,phishing,offline
2558,phishing,offline
2730,phishing,offline
2182,phishing,offline
2623,phishing,offline
2807,phishing,offline
2644,scamming,offline
2194,scamming,offline
2803,phishing,offline
2755,phishing,offline
2737,phishing,offline
2628,scamming,offline
2793,phishing,offline
2363,phishing,offline
2829,phishing,offline
2627,phishing,offline
2831,phishing,offline
2733,phishing,offline
2854,phishing,offline
2715,phishing,offline
2809,phishing,offline
2583,phishing,offline
2303,phishing,offline
2361,phishing,offline
2790,phishing,offline
2504,phishing,offline
2794,phishing,offline
2876,phishing,offline
2706,phishing,offline
2732,phishing,offline
2863,phishing,offline
2842,phishing,offline
2891,phishing,offline
2806,phishing,offline
2621,phishing,offline
2791,phishing,offline
2729,phishing,offline
2819,phishing,offline
2900,phishing,offline
2902,phishing,offline
2718,phishing,offline
2722,phishing,offline
2853,phishing,offline
2783,phishing,offline
2649,phishing,active
2851,phishing,offline
2856,phishing,offline
2857,phishing,offline
2878,phishing,offline
2821,phishing,offline
2919,scamming,offline
2925,phishing,offline
2869,phishing,inactive
2917,scamming,offline
2723,phishing,offline
2728,phishing,offline
2887,phishing,offline
2817,phishing,offline
2897,phishing,offline
2880,phishing,offline
2667,phishing,offline
2837,phishing,offline
2721,phishing,offline
2814,phishing,active
2596,phishing,offline
2918,scamming,offline
2971,phishing,offline
2956,phishing,offline
2916,scamming,offline
2868,phishing,offline
2947,phishing,offline
2979,scamming,offline
2959,phishing,offline
2973,scamming,offline
2306,phishing,offline
2892,phishing,offline
2904,phishing,offline
2886,phishing,offline
2939,phishing,offline
2936,phishing,offline
2781,phishing,offline
2364,phishing,offline
2999,scamming,offline
2381,phishing,offline
2995,scamming,offline
2996,scamming,offline
2963,phishing,offline
2988,scamming,offline
2833,phishing,offline
2894,phishing,offline
3908,scamming,offline
2961,phishing,offline
3013,phishing,offline
2968,phishing,offline
2810,phishing,offline
2977,scamming,offline
3098,phishing,offline
3058,scamming,offline
2920,scamming,offline
3113,scamming,offline
3043,scamming,active
2362,phishing,offline
2645,phishing,offline
2934,phishing,offline
3032,scamming,offline
2938,phishing,offline
2954,phishing,offline
3063,scamming,offline
3109,scamming,offline
3067,scamming,offline
3092,phishing,offline
3084,scamming,offline
2932,scamming,offline
3129,phishing,offline
3089,scamming,offline
3036,scamming,offline
2208,phishing,offline
2694,phishing,active
2915,scamming,offline
3085,scamming,offline
2989,scamming,offline
2955,phishing,offline
3106,phishing,active
3038,scamming,offline
2940,phishing,offline
3008,scamming,offline
2799,phishing,active
3836,scamming,offline
2941,phishing,offline
3064,scamming,offline
3110,scamming,offline
3071,scamming,offline
3124,phishing,offline
3047,scamming,offline
3226,scamming,offline
2813,phishing,active
3099,scamming,offline
2953,phishing,offline
2397,phishing,offline
2453,phishing,offline
2950,phishing,offline
3080,scamming,offline
3044,phishing,offline
2991,scamming,active
2992,scamming,active
3162,scamming,active
3111,scamming,offline
3065,scamming,offline
3128,phishing,offline
3104,scamming,active
2879,phishing,offline
3144,scamming,offline
3102,scamming,offline
3148,scamming,offline
2796,phishing,offline
2456,phishing,offline
2931,phishing,offline
3123,scamming,active
3130,scamming,offline
3039,scamming,offline
2993,scamming,offline
3094,scamming,offline
3177,scamming,offline
5820,scamming,offline
3068,scamming,offline
3508,scamming,active
2705,phishing,offline
2738,phishing,active
3087,scamming,active
3187,scamming,offline
3189,scamming,offline
3020,phishing,offline
3154,scamming,offline
2676,phishing,offline
3248,scamming,offline
3244,scamming,offline
3195,phishing,suspended
3964,phishing,offline
3262,scamming,offline
3182,scamming,offline
2976,phishing,offline
3965,phishing,offline
3062,phishing,offline
3247,scamming,offline
3236,scamming,offline
3951,scamming,offline
3220,scamming,offline
3243,scamming,offline
3210,phishing,offline
3255,scamming,offline
3279,scamming,offline
3242,scamming,offline
3027,scamming,offline
3305,scamming,offline
3232,scamming,offline
3096,scamming,offline
3246,scamming,offline
3304,phishing,offline
2172,phishing,active
3221,phishing,offline
3238,scamming,offline
3137,phishing,offline
3260,scamming,offline
3943,scamming,offline
3253,scamming,offline
3233,scamming,offline
3212,scamming,offline
3267,scamming,active
3251,scamming,offline
3271,scamming,offline
2841,phishing,offline
3151,phishing,offline
2933,phishing,offline
3313,scamming,offline
3250,scamming,offline
3097,scamming,active
2832,phishing,offline
3265,scamming,offline
2675,phishing,offline
3194,phishing,offline
3193,scamming,active
3270,scamming,offline
3107,phishing,offline
3303,scamming,offline
3323,scamming,offline
2389,phishing,offline
3081,scamming,offline
3239,phishing,offline
3240,scamming,offline
3229,phishing,offline
3332,scamming,offline
3300,scamming,offline
3968,phishing,offline
3214,scamming,offline
3266,scamming,active
3318,scamming,active
3346,scamming,offline
3299,scamming,offline
3241,scamming,active
2734,phishing,offline
3328,scamming,offline
3278,phishing,offline
3362,scamming,offline
3450,phishing,offline
5814,phishing,offline
3329,scamming,offline
3282,scamming,offline
3093,phishing,active
2244,phishing,offline
3392,scamming,active
3289,scamming,offline
3181,scamming,offline
3306,scamming,offline
2948,phishing,offline
3377,scamming,offline
3440,scamming,offline
3389,scamming,offline
3322,phishing,offline
3385,scamming,offline
3261,scamming,offline
3367,phishing,offline
3309,scamming,offline
3228,scamming,offline
3334,scamming,offline
3382,scamming,offline
3335,scamming,offline
3298,scamming,offline
3368,phishing,offline
3453,phishing,offline
3388,scamming,active
3365,scamming,offline
3363,scamming,offline
3223,scamming,active
3310,scamming,offline
3333,phishing,offline
3386,scamming,offline
2480,phishing,offline
3412,scamming,offline
4222,scamming,offline
3378,scamming,offline
4229,scamming,offline
3461,scamming,offline
3430,scamming,offline
3375,scamming,offline
3396,scamming,offline
3447,scamming,offline
3069,scamming,active
3234,scamming,offline
3256,scamming,offline
3459,scamming,offline
3285,scamming,active
3264,scamming,offline
3286,scamming,active
3055,phishing,offline
3481,scamming,offline
3489,scamming,offline
3537,scamming,offline
3384,scamming,offline
3372,phishing,offline
3571,scamming,offline
3458,scamming,offline
3444,scamming,offline
3381,scamming,offline
3610,phishing,offline
3452,phishing,offline
3554,scamming,offline
3337,scamming,offline
3502,scamming,offline
3484,scamming,offline
3435,scamming,offline
3463,scamming,offline
3543,scamming,offline
3503,scamming,offline
3345,scamming,active
2429,phishing,offline
3551,scamming,offline
4521,scamming,offline
3505,scamming,offline
3553,scamming,offline
3556,scamming,offline
5780,scamming,offline
3518,scamming,offline
3512,scamming,offline
3411,phishing,offline
2958,phishing,offline
3527,scamming,offline
3436,scamming,offline
3387,scamming,offline
3533,phishing,offline
3530,scamming,offline
3545,phishing,offline
3606,scamming,offline
3696,scamming,offline
3528,scamming,offline
3559,scamming,offline
3509,scamming,active
3552,scamming,offline
3033,phishing,offline
3479,scamming,offline
3478,scamming,offline
3480,scamming,active
3590,phishing,active
3536,scamming,offline
3477,scamming,offline
3158,scamming,offline
3361,scamming,offline
3713,scamming,offline
3589,scamming,active
3376,phishing,offline
3546,phishing,offline
3504,phishing,offline
3438,scamming,offline
3280,scamming,offline
3414,scamming,offline
3618,scamming,offline
3572,scamming,offline
3640,phishing,offline
2960,phishing,active
3598,scamming,offline
3521,phishing,offline
3408,phishing,offline
3558,scamming,offline
3456,scamming,active
3482,scamming,offline
3534,phishing,offline
3407,phishing,inactive
3645,scamming,offline
3604,scamming,offline
3511,scamming,offline
3091,scamming,offline
3684,scamming,offline
3580,phishing,offline
3629,phishing,offline
3632,scamming,offline
3460,phishing,offline
3642,scamming,offline
3682,phishing,offline
3587,scamming,offline
3666,scamming,offline
3718,scamming,offline
3603,phishing,offline
3658,scamming,offline
3431,scamming,offline
3631,scamming,offline
3564,phishing,offline
3188,phishing,offline
3689,phishing,offline
3588,scamming,offline
6072,scamming,offline
3705,scamming,offline
3697,scamming,offline
3462,scamming,offline
3139,phishing,offline
3565,phishing,active
3634,scamming,offline
3659,scamming,offline
3594,phishing,offline
3712,scamming,offline
3751,scamming,offline
3175,scamming,offline
3734,scamming,offline
3656,scamming,offline
3693,scamming,offline
3652,scamming,offline
3647,scamming,offline
3613,scamming,offline
3814,phishing,offline
3662,phishing,offline
3771,scamming,offline
3676,scamming,offline
3692,scamming,offline
3663,scamming,offline
3597,phishing,offline
3721,scamming,offline
3605,scamming,offline
3703,scamming,offline
3383,scamming,active
3319,scamming,active
3701,scamming,offline
3449,phishing,offline
4221,scamming,offline
3691,scamming,offline
3765,scamming,offline
3769,scamming,offline
3762,scamming,offline
3773,scamming,offline
3688,scamming,offline
3714,scamming,offline
3829,scamming,offline
3623,phishing,offline
3649,phishing,offline
3657,scamming,offline
3671,scamming,offline
3525,scamming,offline
3842,phishing,offline
3790,scamming,offline
3715,scamming,offline
3510,phishing,active
3455,scamming,offline
3766,scamming,offline
3759,scamming,offline
3776,scamming,offline
3706,scamming,offline
3856,scamming,offline
3644,scamming,offline
3540,scamming,offline
3799,scamming,offline
3678,scamming,offline
3391,scamming,active
3813,scamming,offline
3826,scamming,active
3529,scamming,offline
3636,phishing,offline
3796,scamming,offline
3758,scamming,offline
3753,scamming,offline
3828,scamming,offline
3861,scamming,offline
3637,scamming,offline
3371,scamming,offline
3487,scamming,offline
3744,scamming,offline
3867,scamming,offline
3823,scamming,offline
3834,scamming,offline
3868,scamming,offline
4228,scamming,offline
3794,scamming,offline
3650,scamming,offline
3793,scamming,offline
3755,scamming,offline
3750,scamming,offline
3827,scamming,offline
3197,phishing,active
3792,scamming,offline
3894,scamming,offline
3854,scamming,offline
3874,scamming,offline
3824,scamming,offline
3900,scamming,offline
3757,scamming,offline
3979,phishing,offline
3607,scamming,offline
3409,phishing,offline
3918,scamming,offline
3812,scamming,offline
3524,scamming,active
4963,scamming,offline
3898,scamming,offline
3600,phishing,offline
3948,scamming,active
3443,scamming,offline
3748,scamming,offline
3912,scamming,offline
3895,scamming,offline
3853,scamming,offline
3870,scamming,offline
3643,scamming,offline
3700,scamming,offline
3905,phishing,offline
3910,scamming,offline
5506,scamming,offline
3896,phishing,offline
3924,scamming,offline
3531,scamming,offline
4022,phishing,offline
3949,scamming,offline
3916,scamming,offline
3945,scamming,active
4131,phishing,active
3797,scamming,offline
3138,phishing,offline
3628,scamming,offline
3862,scamming,offline
4056,phishing,offline
4078,scamming,offline
3975,phishing,offline
3994,phishing,offline
3485,scamming,offline
3869,scamming,offline
3946,scamming,offline
4086,scamming,offline
3873,scamming,offline
3953,scamming,offline
3911,scamming,offline
3698,scamming,offline
3940,scamming,offline
4021,phishing,offline
3810,scamming,offline
3957,scamming,offline
4009,phishing,offline
4015,phishing,offline
4023,phishing,offline
4036,phishing,active
3988,phishing,offline
3977,phishing,offline
3893,scamming,offline
3909,scamming,offline
4037,phishing,offline
4080,scamming,offline
3987,phishing,offline
3871,scamming,offline
4054,phishing,offline
4082,scamming,offline
4050,phishing,offline
3535,scamming,active
3986,phishing,offline
4007,phishing,offline
4035,phishing,offline
4058,phishing,offline
4010,phishing,offline
4001,phishing,offline
4103,scamming,offline
3989,phishing,offline
4034,phishing,offline
3095,phishing,offline
3947,scamming,offline
3851,scamming,offline
3993,phishing,offline
4027,phishing,offline
4040,phishing,offline
3774,phishing,offline
3978,phishing,offline
3646,phishing,offline
4004,phishing,offline
3950,scamming,offline
3942,scamming,offline
3370,scamming,offline
4057,phishing,offline
3890,phishing,offline
5374,scamming,offline
3976,phishing,offline
4052,phishing,offline
4154,scamming,offline
4141,scamming,offline
4008,phishing,offline
4079,scamming,offline
4177,scamming,offline
3995,phishing,offline
4182,scamming,offline
4231,scamming,offline
3141,phishing,offline
4148,phishing,offline
3638,scamming,active
3373,scamming,active
3630,scamming,offline
3944,scamming,offline
4030,phishing,offline
4038,phishing,offline
4203,scamming,offline
3941,scamming,offline
4150,phishing,offline
4201,scamming,offline
4190,scamming,offline
4200,phishing,offline
4175,scamming,offline
4249,scamming,offline
4064,scamming,offline
4158,scamming,offline
4065,scamming,offline
4174,scamming,offline
4178,scamming,offline
3648,scamming,offline
4173,scamming,offline
4012,phishing,offline
5145,scamming,offline
3915,phishing,active
4232,scamming,offline
4209,scamming,offline
4275,scamming,offline
4260,scamming,offline
4252,scamming,offline
3745,phishing,active
4253,scamming,offline
4208,scamming,offline
3542,phishing,offline
4172,scamming,offline
4067,scamming,offline
4281,fake ico,offline
6132,scamming,offline
4204,phishing,offline
4207,scamming,offline
4234,scamming,offline
4185,scamming,offline
4238,scamming,offline
4394,scamming,offline
4282,phishing,offline
4301,scamming,offline
4267,scamming,offline
4130,phishing,offline
4084,scamming,offline
4189,phishing,offline
3907,scamming,offline
4257,scamming,offline
4236,scamming,offline
4059,phishing,offline
4278,scamming,offline
3901,scamming,offline
4029,phishing,offline
4237,scamming,offline
4210,scamming,offline
4279,scamming,active
4362,scamming,offline
4446,scamming,offline
4297,scamming,offline
5432,scamming,offline
4308,scamming,offline
4293,scamming,offline
6139,scamming,offline
4277,scamming,offline
4334,phishing,offline
4261,scamming,offline
4250,scamming,offline
4276,scamming,offline
4300,scamming,offline
4309,scamming,offline
4385,scamming,offline
4622,scamming,offline
4413,scamming,offline
4550,scamming,offline
4353,scamming,offline
4381,scamming,offline
4137,scamming,offline
4155,scamming,offline
3296,scamming,offline
4033,phishing,active
4359,scamming,offline
4266,scamming,offline
4316,scamming,offline
4332,scamming,offline
4295,scamming,active
4352,scamming,offline
4303,scamming,offline
3958,scamming,offline
4375,scamming,offline
4564,scamming,offline
4179,scamming,offline
4325,scamming,offline
4555,scamming,offline
3641,phishing,offline
4412,scamming,offline
4921,scamming,offline
4258,scamming,offline
5491,scamming,offline
4406,scamming,offline
4445,scamming,offline
4157,scamming,active
4129,phishing,active
4388,scamming,offline
4363,scamming,offline
4421,scamming,offline
6130,scamming,offline
4366,scamming,offline
4403,scamming,offline
4401,scamming,offline
4420,scamming,offline
4247,scamming,offline
4419,scamming,offline
4442,scamming,offline
4116,phishing,offline
4440,scamming,offline
4061,phishing,active
4383,scamming,offline
4355,scamming,active
4432,scamming,offline
4417,scamming,offline
4384,scamming,offline
4373,scamming,offline
4502,phishing,offline
4465,scamming,offline
4503,phishing,offline
4541,scamming,offline
4424,scamming,offline
4396,scamming,offline
4431,scamming,active
4349,scamming,offline
4498,scamming,offline
3999,phishing,offline
4224,scamming,offline
4372,scamming,offline
4609,scamming,offline
4486,scamming,offline
4407,scamming,offline
4441,scamming,offline
4425,scamming,offline
4519,scamming,offline
4452,phishing,offline
4410,scamming,offline
4479,scamming,offline
4835,scamming,active
4849,scamming,active
4530,scamming,offline
4391,scamming,offline
4356,scamming,offline
4367,scamming,offline
4466,scamming,offline
4495,scamming,offline
4626,scamming,active
4416,scamming,offline
4447,scamming,offline
4494,scamming,offline
4459,scamming,offline
4443,scamming,offline
4911,scamming,offline
4475,scamming,offline
4528,phishing,offline
4665,scamming,offline
4712,scamming,active
4561,scamming,offline
4583,scamming,offline
4482,scamming,offline
4481,scamming,offline
4298,scamming,offline
4539,scamming,offline
4350,scamming,offline
4055,phishing,offline
3997,phishing,offline
4415,scamming,offline
4390,scamming,offline
4439,scamming,offline
4936,scamming,offline
4414,scamming,offline
4560,scamming,offline
4302,scamming,offline
4399,phishing,offline
4526,scamming,offline
4500,scamming,offline
4894,scamming,offline
4517,scamming,offline
4545,scamming,offline
4643,scamming,offline
4597,scamming,offline
4579,phishing,offline
4480,scamming,offline
4585,scamming,offline
4590,scamming,offline
4485,scamming,offline
4538,scamming,offline
4898,scamming,offline
4625,scamming,offline
4488,scamming,offline
4910,scamming,offline
4516,scamming,offline
4664,scamming,offline
4582,phishing,offline
4672,scamming,offline
4641,scamming,offline
4497,scamming,offline
4693,scamming,offline
4591,scamming,offline
4565,scamming,offline
4621,scamming,offline
4595,scamming,offline
4632,scamming,offline
4527,phishing,offline
4610,scamming,offline
4630,scamming,offline
4634,scamming,offline
3892,scamming,offline
4575,scamming,offline
4673,scamming,offline
4893,scamming,offline
5027,scamming,offline
6781,scamming,offline
4913,scamming,offline
5470,scamming,offline
5427,scamming,offline
6141,scamming,offline
4871,scamming,offline
5080,scamming,offline
4915,scamming,offline
4611,scamming,offline
4755,scamming,offline
4627,scamming,offline
4706,scamming,active
5010,scamming,offline
4785,scamming,offline
